Iso3,StartDate,EndDate,Area Code,Area Code (M49),Area,Item Code,Item,Element Code,Element,Year Code,Year,Unit,Value,Flag,Note
USA,1/1/2017,12/31/2019,231,'840,United States of America,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,1.1,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,1.1,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,1,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210071M,Number of severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,0.8,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20142016,2016,million No,1.4,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20152017,2017,million No,1.3,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20162018,2018,million No,1.3,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20172019,2019,million No,1.2,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20182020,2020,million No,1.2,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20192021,2021,million No,1.1,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210071F,Number of severely food insecure female adults (million) (3-year average),6132,Value,20202022,2022,million No,1.1,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210071F,Number of severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,1.3,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210071F,Number of severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,1.2,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210071F,Number of severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,1.1,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210071F,Number of severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,1.1,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210071F,Number of severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,1,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210071F,Number of severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,1,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210071F,Number of severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,1,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210071F,Number of severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,1.5,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210071F,Number of severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,1.5,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210071F,Number of severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,1.4,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210071F,Number of severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,1.4,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210071F,Number of severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,1.3,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210071F,Number of severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,1.2,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210071F,Number of severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,1.1,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210081,Number of moderately or severely food insecure people (million) (3-year average),6132,Value,20142016,2016,million No,34,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210081,Number of moderately or severely food insecure people (million) (3-year average),6132,Value,20152017,2017,million No,31.9,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210081,Number of moderately or severely food insecure people (million) (3-year average),6132,Value,20162018,2018,million No,29.4,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210081,Number of moderately or severely food insecure people (million) (3-year average),6132,Value,20172019,2019,million No,27.9,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210081,Number of moderately or severely food insecure people (million) (3-year average),6132,Value,20182020,2020,million No,27.4,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210081,Number of moderately or severely food insecure people (million) (3-year average),6132,Value,20192021,2021,million No,26.7,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210081,Number of moderately or severely food insecure people (million) (3-year average),6132,Value,20202022,2022,million No,26.4,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210081,Number of moderately or severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,33,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210081,Number of moderately or severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,30.9,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210081,Number of moderately or severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,28.3,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210081,Number of moderately or severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,26.9,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210081,Number of moderately or severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,26.4,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210081,Number of moderately or severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,26,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210081,Number of moderately or severely food insecure people (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,26.1,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210081,Number of moderately or severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,35,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210081,Number of moderately or severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,33,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210081,Number of moderately or severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,30.4,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210081,Number of moderately or severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,29,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210081,Number of moderately or severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,28.5,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210081,Number of moderately or severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,27.4,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210081,Number of moderately or severely food insecure people (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,26.8,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),6132,Value,20142016,2016,million No,12.1,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),6132,Value,20152017,2017,million No,11.4,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),6132,Value,20162018,2018,million No,10.6,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),6132,Value,20172019,2019,million No,10.2,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),6132,Value,20182020,2020,million No,10,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),6132,Value,20192021,2021,million No,9.4,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),6132,Value,20202022,2022,million No,9,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,11.7,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,11,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,10.2,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,9.8,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,9.6,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,9.2,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,8.8,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,12.4,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,11.8,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,11,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,10.6,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,10.4,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,9.7,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210081M,Number of moderately or severely food insecure male adults (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,9.1,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),6132,Value,20142016,2016,million No,15.4,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),6132,Value,20152017,2017,million No,14.5,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),6132,Value,20162018,2018,million No,13.2,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),6132,Value,20172019,2019,million No,12.5,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),6132,Value,20182020,2020,million No,12.3,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),6132,Value,20192021,2021,million No,12.4,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),6132,Value,20202022,2022,million No,12.7,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20142016,2016,million No,15,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20152017,2017,million No,14,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20162018,2018,million No,12.8,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20172019,2019,million No,12,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20182020,2020,million No,11.9,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20192021,2021,million No,12.1,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61321,Confidence interval: Lower bound,20202022,2022,million No,12.5,A,Official estimate
USA,1/1/2014,12/31/2016,231,'840,United States of America,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20142016,2016,million No,15.9,A,Official estimate
USA,1/1/2015,12/31/2017,231,'840,United States of America,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20152017,2017,million No,14.9,A,Official estimate
USA,1/1/2016,12/31/2018,231,'840,United States of America,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20162018,2018,million No,13.6,A,Official estimate
USA,1/1/2017,12/31/2019,231,'840,United States of America,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20172019,2019,million No,12.9,A,Official estimate
USA,1/1/2018,12/31/2020,231,'840,United States of America,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20182020,2020,million No,12.7,A,Official estimate
USA,1/1/2019,12/31/2021,231,'840,United States of America,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20192021,2021,million No,12.7,A,Official estimate
USA,1/1/2020,12/31/2022,231,'840,United States of America,210081F,Number of moderately or severely food insecure female adults (million) (3-year average),61322,Confidence interval: Upper bound,20202022,2022,million No,12.8,A,Official estimate
USA,1/1/2000,12/31/2002,231,'840,United States of America,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20002002,2002,%,-31.6,E,
USA,1/1/2001,12/31/2003,231,'840,United States of America,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20012003,2003,%,-30.6,E,
USA,1/1/2002,12/31/2004,231,'840,United States of America,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20022004,2004,%,-30.6,E,
USA,1/1/2003,12/31/2005,231,'840,United States of America,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20032005,2005,%,-29.7,E,
USA,1/1/2004,12/31/2006,231,'840,United States of America,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20042006,2006,%,-30.6,E,
USA,1/1/2005,12/31/2007,231,'840,United States of America,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20052007,2007,%,-30.7,E,
USA,1/1/2006,12/31/2008,231,'840,United States of America,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20062008,2008,%,-30.5,E,
USA,1/1/2007,12/31/2009,231,'840,United States of America,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20072009,2009,%,-27,E,
USA,1/1/2008,12/31/2010,231,'840,United States of America,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20082010,2010,%,-25.1,E,
USA,1/1/2009,12/31/2011,231,'840,United States of America,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20092011,2011,%,-24.7,E,
USA,1/1/2010,12/31/2012,231,'840,United States of America,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20102012,2012,%,-23.8,E,
USA,1/1/2011,12/31/2013,231,'840,United States of America,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20112013,2013,%,-19.3,E,
USA,1/1/2012,12/31/2014,231,'840,United States of America,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20122014,2014,%,-17.3,E,
USA,1/1/2013,12/31/2015,231,'840,United States of America,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20132015,2015,%,-17.6,E,
USA,1/1/2014,12/31/2016,231,'840,United States of America,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20142016,2016,%,-19.8,E,
USA,1/1/2015,12/31/2017,231,'840,United States of America,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20152017,2017,%,-20.8,E,
USA,1/1/2016,12/31/2018,231,'840,United States of America,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20162018,2018,%,-22.8,E,
USA,1/1/2017,12/31/2019,231,'840,United States of America,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20172019,2019,%,-23,E,
USA,1/1/2018,12/31/2020,231,'840,United States of America,21035,Cereal import dependency ratio (percent) (3-year average),6121,Value,20182020,2020,%,-23.2,E,
USA,1/1/2000,12/31/2002,231,'840,United States of America,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20002002,2002,%,2.9,E,
USA,1/1/2001,12/31/2003,231,'840,United States of America,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20012003,2003,%,2.9,E,
USA,1/1/2002,12/31/2004,231,'840,United States of America,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20022004,2004,%,2.9,E,
USA,1/1/2003,12/31/2005,231,'840,United States of America,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20032005,2005,%,2.9,E,
USA,1/1/2004,12/31/2006,231,'840,United States of America,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20042006,2006,%,2.9,E,
USA,1/1/2005,12/31/2007,231,'840,United States of America,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20052007,2007,%,2.9,E,
USA,1/1/2006,12/31/2008,231,'840,United States of America,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20062008,2008,%,2.9,E,
USA,1/1/2007,12/31/2009,231,'840,United States of America,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20072009,2009,%,2.9,E,
USA,1/1/2008,12/31/2010,231,'840,United States of America,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20082010,2010,%,2.9,E,
USA,1/1/2009,12/31/2011,231,'840,United States of America,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20092011,2011,%,2.9,E,
USA,1/1/2010,12/31/2012,231,'840,United States of America,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20102012,2012,%,2.9,E,
USA,1/1/2011,12/31/2013,231,'840,United States of America,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20112013,2013,%,2.9,E,
USA,1/1/2012,12/31/2014,231,'840,United States of America,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20122014,2014,%,2.9,E,
USA,1/1/2013,12/31/2015,231,'840,United States of America,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20132015,2015,%,2.9,E,
USA,1/1/2014,12/31/2016,231,'840,United States of America,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20142016,2016,%,2.9,E,
USA,1/1/2015,12/31/2017,231,'840,United States of America,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20152017,2017,%,2.9,E,
USA,1/1/2016,12/31/2018,231,'840,United States of America,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20162018,2018,%,2.9,E,
USA,1/1/2017,12/31/2019,231,'840,United States of America,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20172019,2019,%,2.9,E,
USA,1/1/2018,12/31/2020,231,'840,United States of America,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20182020,2020,%,2.9,E,
USA,1/1/2019,12/31/2021,231,'840,United States of America,21034,Percent of arable land equipped for irrigation (percent) (3-year average),6121,Value,20192021,2021,%,2.9,E,
USA,1/1/2000,12/31/2002,231,'840,United States of America,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20002002,2002,%,5,E,
USA,1/1/2001,12/31/2003,231,'840,United States of America,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20012003,2003,%,6,E,
USA,1/1/2002,12/31/2004,231,'840,United States of America,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20022004,2004,%,6,E,
USA,1/1/2003,12/31/2005,231,'840,United States of America,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20032005,2005,%,6,E,
USA,1/1/2004,12/31/2006,231,'840,United States of America,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20042006,2006,%,6,E,
USA,1/1/2005,12/31/2007,231,'840,United States of America,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20052007,2007,%,6,E,
USA,1/1/2006,12/31/2008,231,'840,United States of America,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20062008,2008,%,6,E,
USA,1/1/2007,12/31/2009,231,'840,United States of America,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20072009,2009,%,6,E,
USA,1/1/2008,12/31/2010,231,'840,United States of America,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20082010,2010,%,6,E,
USA,1/1/2009,12/31/2011,231,'840,United States of America,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20092011,2011,%,6,E,
USA,1/1/2010,12/31/2012,231,'840,United States of America,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20102012,2012,%,6,E,
USA,1/1/2011,12/31/2013,231,'840,United States of America,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20112013,2013,%,6,E,
USA,1/1/2012,12/31/2014,231,'840,United States of America,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20122014,2014,%,6,E,
USA,1/1/2013,12/31/2015,231,'840,United States of America,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20132015,2015,%,7,E,
USA,1/1/2014,12/31/2016,231,'840,United States of America,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20142016,2016,%,7,E,
USA,1/1/2015,12/31/2017,231,'840,United States of America,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20152017,2017,%,8,E,
USA,1/1/2016,12/31/2018,231,'840,United States of America,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20162018,2018,%,8,E,
USA,1/1/2017,12/31/2019,231,'840,United States of America,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20172019,2019,%,8,E,
USA,1/1/2018,12/31/2020,231,'840,United States of America,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20182020,2020,%,8,E,
USA,1/1/2019,12/31/2021,231,'840,United States of America,21033,Value of food imports in total merchandise exports (percent) (3-year average),6121,Value,20192021,2021,%,9,E,
USA,1/1/2000,12/31/2000,231,'840,United States of America,21032,Political stability and absence of violence/terrorism (index),6125,Value,2000,2000,Index,1.08,X,
USA,1/1/2002,12/31/2002,231,'840,United States of America,21032,Political stability and absence of violence/terrorism (index),6125,Value,2002,2002,Index,0.29,X,
USA,1/1/2003,12/31/2003,231,'840,United States of America,21032,Political stability and absence of violence/terrorism (index),6125,Value,2003,2003,Index,0.08,X,
USA,1/1/2004,12/31/2004,231,'840,United States of America,21032,Political stability and absence of violence/terrorism (index),6125,Value,2004,2004,Index,-0.23,X,
USA,1/1/2005,12/31/2005,231,'840,United States of America,21032,Political stability and absence of violence/terrorism (index),6125,Value,2005,2005,Index,-0.06,X,
USA,1/1/2006,12/31/2006,231,'840,United States of America,21032,Political stability and absence of violence/terrorism (index),6125,Value,2006,2006,Index,0.49,X,
USA,1/1/2007,12/31/2007,231,'840,United States of America,21032,Political stability and absence of violence/terrorism (index),6125,Value,2007,2007,Index,0.37,X,
USA,1/1/2008,12/31/2008,231,'840,United States of America,21032,Political stability and absence of violence/terrorism (index),6125,Value,2008,2008,Index,0.58,X,
USA,1/1/2009,12/31/2009,231,'840,United States of America,21032,Political stability and absence of violence/terrorism (index),6125,Value,2009,2009,Index,0.45,X,
USA,1/1/2010,12/31/2010,231,'840,United States of America,21032,Political stability and absence of violence/terrorism (index),6125,Value,2010,2010,Index,0.44,X,
USA,1/1/2011,12/31/2011,231,'840,United States of America,21032,Political stability and absence of violence/terrorism (index),6125,Value,2011,2011,Index,0.59,X,
USA,1/1/2012,12/31/2012,231,'840,United States of America,21032,Political stability and absence of violence/terrorism (index),6125,Value,2012,2012,Index,0.63,X,
USA,1/1/2013,12/31/2013,231,'840,United States of America,21032,Political stability and absence of violence/terrorism (index),6125,Value,2013,2013,Index,0.64,X,
USA,1/1/2014,12/31/2014,231,'840,United States of America,21032,Political stability and absence of violence/terrorism (index),6125,Value,2014,2014,Index,0.58,X,
USA,1/1/2015,12/31/2015,231,'840,United States of America,21032,Political stability and absence of violence/terrorism (index),6125,Value,2015,2015,Index,0.68,X,
USA,1/1/2016,12/31/2016,231,'840,United States of America,21032,Political stability and absence of violence/terrorism (index),6125,Value,2016,2016,Index,0.4,X,
USA,1/1/2017,12/31/2017,231,'840,United States of America,21032,Political stability and absence of violence/terrorism (index),6125,Value,2017,2017,Index,0.29,X,
USA,1/1/2018,12/31/2018,231,'840,United States of America,21032,Political stability and absence of violence/terrorism (index),6125,Value,2018,2018,Index,0.42,X,
USA,1/1/2019,12/31/2019,231,'840,United States of America,21032,Political stability and absence of violence/terrorism (index),6125,Value,2019,2019,Index,0.13,X,
USA,1/1/2020,12/31/2020,231,'840,United States of America,21032,Political stability and absence of violence/terrorism (index),6125,Value,2020,2020,Index,0.03,X,
USA,1/1/2021,12/31/2021,231,'840,United States of America,21032,Political stability and absence of violence/terrorism (index),6125,Value,2021,2021,Index,0,X,
USA,1/1/2001,12/31/2001,231,'840,United States of America,21030,Per capita food production variability (constant 2014-2016 thousand int$ per capita),6127,Value,2001,2001,1000 I$,14.4,E,
USA,1/1/2002,12/31/2002,231,'840,United States of America,21030,Per capita food production variability (constant 2014-2016 thousand int$ per capita),6127,Value,2002,2002,1000 I$,10.1,E,
